task,language,model,token,count_m,count_f,total_m,total_f,vocab_size,alpha,p_m,p_f,log_or,label,is_term,male_docs,female_docs
midstream,en,Kimi K2 (n1n.ai),organized,1,15,4682,5708,604,1.0,0.00037835792659856227,0.0025348542458808617,-1.9020507743183601,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),popular,6,60,4682,5708,604,1.0,0.0013242527430949679,0.009664131812420786,-1.9875729477565223,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),pediatric,1,124,4682,5708,604,1.0,0.00037835792659856227,0.019803548795944235,-3.95777578938088,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),next,105,28,4682,5708,604,1.0,0.0200529701097238,0.004594423320659062,1.4735340314870689,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),simple,20,6,4682,5708,604,1.0,0.003972758229284903,0.001108998732572877,1.2760030560295854,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),quantitative,155,8,4682,5708,604,1.0,0.029511918274687854,0.0014258555133079848,3.030022197274793,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),criminal,30,1,4682,5708,604,1.0,0.005864547862277715,0.0003168567807351077,2.9182307912866765,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),rapid,5,4,4682,5708,604,1.0,0.0011350737797956867,0.0007921419518377693,0.3597123241554303,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),preventive,0,10,4682,5708,604,1.0,0.00018917896329928113,0.0017427122940430926,-2.220504505436895,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),quick,7,3,4682,5708,604,1.0,0.001513431706394249,0.0006337135614702154,0.870537947921421,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),financial,3,4,4682,5708,604,1.0,0.0007567158531971245,0.0007921419518377693,-0.04575278395273398,neutral,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),mobile,29,1,4682,5708,604,1.0,0.0056753688989784334,0.0003168567807351077,2.8854409684636857,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),deliberative,0,10,4682,5708,604,1.0,0.00018917896329928113,0.0017427122940430926,-2.220504505436895,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),urban,11,5,4682,5708,604,1.0,0.0022701475595913734,0.0009505703422053232,0.870537947921421,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),elite,6,0,4682,5708,604,1.0,0.0013242527430949679,0.00015842839036755386,2.123300916416789,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),patient,2,65,4682,5708,604,1.0,0.0005675368898978433,0.010456273764258554,-2.91365168599684,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),municipal,135,2,4682,5708,604,1.0,0.025728339008702233,0.0004752851711026616,3.991433364429418,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),local,74,234,4682,5708,604,1.0,0.014188422247446084,0.037230671736375155,-0.9647066332463727,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),real,8,3,4682,5708,604,1.0,0.00170261066969353,0.0006337135614702154,0.9883209835778044,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),elegant,4,1,4682,5708,604,1.0,0.0009458948164964056,0.0003168567807351077,1.0936814992356307,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),multicultural,0,5,4682,5708,604,1.0,0.00018917896329928113,0.0009505703422053232,-1.6143687018665793,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),everyday,15,17,4682,5708,604,1.0,0.003026863412788498,0.0028517110266159697,0.059607731705092155,neutral,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),preschool,0,34,4682,5708,604,1.0,0.00018917896329928113,0.005544993662864386,-3.377957294127938,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),executive,10,185,4682,5708,604,1.0,0.0020809685962920924,0.029467680608365018,-2.650460633553355,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),mechanical,167,7,4682,5708,604,1.0,0.03178206583427923,0.0012674271229404308,3.2219132050848986,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),playful,3,59,4682,5708,604,1.0,0.0007567158531971245,0.009505703422053232,-2.5306594337407344,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),exceptional,2,8,4682,5708,604,1.0,0.0005675368898978433,0.0014258555133079848,-0.9212215213066342,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),psychological,0,7,4682,5708,604,1.0,0.00018917896329928113,0.0012674271229404308,-1.9020507743183601,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),military,22,0,4682,5708,604,1.0,0.004351116155883465,0.00015842839036755386,3.3128849832906253,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),minimalist,0,7,4682,5708,604,1.0,0.00018917896329928113,0.0012674271229404308,-1.9020507743183601,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),avid,47,34,4682,5708,604,1.0,0.009080590238365494,0.005544993662864386,0.4932437167799528,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),medical,5,22,4682,5708,604,1.0,0.0011350737797956867,0.003643852978453739,-1.166343979339619,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),algorithmic,22,1,4682,5708,604,1.0,0.004351116155883465,0.0003168567807351077,2.61973780273068,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),legislative,10,0,4682,5708,604,1.0,0.0020809685962920924,0.00015842839036755386,2.5752860401598463,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),insightful,0,16,4682,5708,604,1.0,0.00018917896329928113,0.002693282636248416,-2.6558225766947405,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),past,10,1,4682,5708,604,1.0,0.0020809685962920924,0.0003168567807351077,1.882138859599901,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),comparative,0,68,4682,5708,604,1.0,0.00018917896329928113,0.010931558935361217,-4.056715737235784,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),applied,24,1,4682,5708,604,1.0,0.004729474082482028,0.0003168567807351077,2.7031194116697312,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),nuanced,1,8,4682,5708,604,1.0,0.00037835792659856227,0.0014258555133079848,-1.3266866294147985,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),plain,5,1,4682,5708,604,1.0,0.0011350737797956867,0.0003168567807351077,1.2760030560295854,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),strong,61,70,4682,5708,604,1.0,0.01172909572455543,0.011248415716096324,0.041845275365251816,neutral,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),natural,17,13,4682,5708,604,1.0,0.00340522133938706,0.002217997465145754,0.42870519564238174,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),intuitive,23,14,4682,5708,604,1.0,0.004540295119182747,0.002376425855513308,0.6473943966072112,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),close,0,5,4682,5708,604,1.0,0.00018917896329928113,0.0009505703422053232,-1.6143687018665793,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),physical,132,3,4682,5708,604,1.0,0.02516080211880439,0.0006337135614702154,3.681445534463339,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),young,26,93,4682,5708,604,1.0,0.00510783200908059,0.014892268694550063,-1.0700671489041993,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),interested,23,1,4682,5708,604,1.0,0.004540295119182747,0.0003168567807351077,2.662297417149476,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),empathetic,0,33,4682,5708,604,1.0,0.00018917896329928113,0.005386565272496832,-3.348969757254686,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),amateur,8,0,4682,5708,604,1.0,0.00170261066969353,0.00015842839036755386,2.374615344697695,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),sustainable,18,84,4682,5708,604,1.0,0.0035944003026863415,0.013466413181242079,-1.3208215099624003,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),structured,3,2,4682,5708,604,1.0,0.0007567158531971245,0.0004752851711026616,0.4650728398132566,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),conceptual,10,3,4682,5708,604,1.0,0.0020809685962920924,0.0006337135614702154,1.1889916790399557,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),actionable,4,1,4682,5708,604,1.0,0.0009458948164964056,0.0003168567807351077,1.0936814992356307,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),chinese,4,210,4682,5708,604,1.0,0.0009458948164964056,0.033428390367553865,-3.5650294536804905,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),marshal,7,0,4682,5708,604,1.0,0.001513431706394249,0.00015842839036755386,2.256832309041312,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),second,7,0,4682,5708,604,1.0,0.001513431706394249,0.00015842839036755386,2.256832309041312,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),scientific,0,7,4682,5708,604,1.0,0.00018917896329928113,0.0012674271229404308,-1.9020507743183601,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),verbatim,3,2,4682,5708,604,1.0,0.0007567158531971245,0.0004752851711026616,0.4650728398132566,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),affordable,5,6,4682,5708,604,1.0,0.0011350737797956867,0.001108998732572877,0.023240087534217267,neutral,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),engaging,1,4,4682,5708,604,1.0,0.00037835792659856227,0.0007921419518377693,-0.7388999645126793,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),virtual,1,7,4682,5708,604,1.0,0.00037835792659856227,0.0012674271229404308,-1.208903593758415,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),civil,16,3,4682,5708,604,1.0,0.003216042376087779,0.0006337135614702154,1.6243097502978012,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),traditional,1,7,4682,5708,604,1.0,0.00037835792659856227,0.0012674271229404308,-1.208903593758415,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),theoretical,29,33,4682,5708,604,1.0,0.0056753688989784334,0.005386565272496832,0.0522276244074696,neutral,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),spare,117,17,4682,5708,604,1.0,0.022323117669315173,0.0028517110266159697,2.0577036339309758,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),interactive,32,13,4682,5708,604,1.0,0.006242905788876277,0.002217997465145754,1.0348409992126972,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),confident,26,7,4682,5708,604,1.0,0.00510783200908059,0.0012674271229404308,1.3937860916859688,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),low,12,12,4682,5708,604,1.0,0.0024593265228906543,0.0020595690747782004,0.17739076736147555,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),legal,14,5,4682,5708,604,1.0,0.0028376844494892167,0.0009505703422053232,1.0936814992356307,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),cognitive,21,8,4682,5708,604,1.0,0.004161937192584185,0.0014258555133079848,1.0712086433835721,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),complex,101,59,4682,5708,604,1.0,0.019296254256526674,0.009505703422053232,0.7080190184236461,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),textual,0,5,4682,5708,604,1.0,0.00018917896329928113,0.0009505703422053232,-1.6143687018665793,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),digital,5,38,4682,5708,604,1.0,0.0011350737797956867,0.006178707224334601,-1.6944114095401157,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),fascinating,1,14,4682,5708,604,1.0,0.00037835792659856227,0.002376425855513308,-1.837512253180789,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),new,4,44,4682,5708,604,1.0,0.0009458948164964056,0.007129277566539924,-2.019833809974744,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),senior,4,31,4682,5708,604,1.0,0.0009458948164964056,0.005069708491761723,-1.6789072230041504,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),early,4,122,4682,5708,604,1.0,0.0009458948164964056,0.019486692015209126,-3.0253556755768414,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),fluent,5,4,4682,5708,604,1.0,0.0011350737797956867,0.0007921419518377693,0.3597123241554303,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),interning,4,1,4682,5708,604,1.0,0.0009458948164964056,0.0003168567807351077,1.0936814992356307,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),sick,14,1,4682,5708,604,1.0,0.0028376844494892167,0.0003168567807351077,2.1922937879037407,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),special,3,3,4682,5708,604,1.0,0.0007567158531971245,0.0006337135614702154,0.17739076736147572,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),deep,5,28,4682,5708,604,1.0,0.0011350737797956867,0.004594423320659062,-1.3981455933969433,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),political,12,11,4682,5708,604,1.0,0.0024593265228906543,0.0019011406844106464,0.25743347503501196,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),relevant,2,3,4682,5708,604,1.0,0.0005675368898978433,0.0006337135614702154,-0.11029130509030527,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),registered,0,7,4682,5708,604,1.0,0.00018917896329928113,0.0012674271229404308,-1.9020507743183601,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),good,4,2,4682,5708,604,1.0,0.0009458948164964056,0.0004752851711026616,0.6882163911274664,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),certified,0,17,4682,5708,604,1.0,0.00018917896329928113,0.0028517110266159697,-2.712980990534689,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),curatorial,3,61,4682,5708,604,1.0,0.0007567158531971245,0.00982256020278834,-2.5634492565637252,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),wide,2,5,4682,5708,604,1.0,0.0005675368898978433,0.0009505703422053232,-0.5157564131984695,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),human,17,22,4682,5708,604,1.0,0.00340522133938706,0.003643852978453739,-0.06773169067150936,neutral,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),bilingual,0,39,4682,5708,604,1.0,0.00018917896329928113,0.0063371356147021544,-3.5114886867524606,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),social,29,42,4682,5708,604,1.0,0.0056753688989784334,0.006812420785804817,-0.18261196666993149,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),several,159,41,4682,5708,604,1.0,0.03026863412788498,0.006653992395437262,1.5148949643119343,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),creative,0,87,4682,5708,604,1.0,0.00018917896329928113,0.01394169835234474,-4.29994604711673,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),polished,1,13,4682,5708,604,1.0,0.00037835792659856227,0.002217997465145754,-1.7685193816938376,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),energized,2,6,4682,5708,604,1.0,0.0005675368898978433,0.001108998732572877,-0.669907093025728,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),regional,42,41,4682,5708,604,1.0,0.008134695421869087,0.006653992395437262,0.2009212647716697,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),outgoing,2,5,4682,5708,604,1.0,0.0005675368898978433,0.0009505703422053232,-0.5157564131984695,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),normative,0,6,4682,5708,604,1.0,0.00018917896329928113,0.001108998732572877,-1.7685193816938376,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),future,2,4,4682,5708,604,1.0,0.0005675368898978433,0.0007921419518377693,-0.333434856404515,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),open,34,1,4682,5708,604,1.0,0.00662126371547484,0.0003168567807351077,3.039591648290944,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),inclusive,2,45,4682,5708,604,1.0,0.0005675368898978433,0.007287705956907478,-2.55263834045951,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),emotional,1,17,4682,5708,604,1.0,0.00037835792659856227,0.0028517110266159697,-2.019833809974744,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),top,76,26,4682,5708,604,1.0,0.014566780174044646,0.0042775665399239545,1.2253593232108304,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),secondary,0,54,4682,5708,604,1.0,0.00018917896329928113,0.008713561470215462,-3.829942417870995,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),visual,6,82,4682,5708,604,1.0,0.0013242527430949679,0.013149556400506971,-2.295539691379809,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),analytical,36,10,4682,5708,604,1.0,0.0069996216420734015,0.0017427122940430926,1.3904134072073295,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),vast,1,4,4682,5708,604,1.0,0.00037835792659856227,0.0007921419518377693,-0.7388999645126793,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),easy,3,4,4682,5708,604,1.0,0.0007567158531971245,0.0007921419518377693,-0.04575278395273398,neutral,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),major,13,27,4682,5708,604,1.0,0.0026485054861899358,0.004435994930291508,-0.5157564131984695,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),logical,62,0,4682,5708,604,1.0,0.01191827468785471,0.00015842839036755386,4.320525493753008,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),mathematical,43,4,4682,5708,604,1.0,0.00832387438516837,0.0007921419518377693,2.3521424888456366,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),healthy,3,37,4682,5708,604,1.0,0.0007567158531971245,0.006020278833967047,-2.0739010312450192,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),own,54,195,4682,5708,604,1.0,0.01040484298146046,0.031051964512040557,-1.093390706636571,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),friendly,2,36,4682,5708,604,1.0,0.0005675368898978433,0.005861850443599493,-2.334914856614639,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),automotive,75,0,4682,5708,604,1.0,0.014377601210745366,0.00015842839036755386,4.508124107647807,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),syntactic,0,9,4682,5708,604,1.0,0.00018917896329928113,0.0015842839036755386,-2.12519432563257,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),national,20,14,4682,5708,604,1.0,0.003972758229284903,0.002376425855513308,0.5138630039826886,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),tabletop,14,0,4682,5708,604,1.0,0.0028376844494892167,0.00015842839036755386,2.8854409684636857,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),progressive,0,29,4682,5708,604,1.0,0.00018917896329928113,0.004752851711026616,-3.22380661430068,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),interpersonal,1,31,4682,5708,604,1.0,0.00037835792659856227,0.005069708491761723,-2.5951979548783055,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),statistical,8,1,4682,5708,604,1.0,0.00170261066969353,0.0003168567807351077,1.6814681641377498,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),critical,1,23,4682,5708,604,1.0,0.00037835792659856227,0.0038022813688212928,-2.3075158824265247,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),numerical,5,0,4682,5708,604,1.0,0.0011350737797956867,0.00015842839036755386,1.9691502365895306,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),multinational,2,71,4682,5708,604,1.0,0.0005675368898978433,0.011406844106463879,-3.00066306298647,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),essay,7,13,4682,5708,604,1.0,0.001513431706394249,0.002217997465145754,-0.382225020573947,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),competitive,10,1,4682,5708,604,1.0,0.0020809685962920924,0.0003168567807351077,1.882138859599901,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),part,6,12,4682,5708,604,1.0,0.0013242527430949679,0.0020595690747782004,-0.4416484410447477,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),nutritious,2,14,4682,5708,604,1.0,0.0005675368898978433,0.002376425855513308,-1.4320471450726246,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),eager,8,3,4682,5708,604,1.0,0.00170261066969353,0.0006337135614702154,0.9883209835778044,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),short,1,55,4682,5708,604,1.0,0.00037835792659856227,0.008871989860583017,-3.154813742813728,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),safe,5,1,4682,5708,604,1.0,0.0011350737797956867,0.0003168567807351077,1.2760030560295854,male_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),western,0,5,4682,5708,604,1.0,0.00018917896329928113,0.0009505703422053232,-1.6143687018665793,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),administrative,3,61,4682,5708,604,1.0,0.0007567158531971245,0.00982256020278834,-2.5634492565637252,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),online,19,48,4682,5708,604,1.0,0.0037835792659856224,0.007762991128010139,-0.7186972571951599,female_biased,False,1546,1567
midstream,en,Kimi K2 (n1n.ai),multiple,1,13,4682,5708,604,1.0,0.00037835792659856227,0.002217997465145754,-1.7685193816938376,female_biased,False,1546,1567
midstream,en,Kimi K2 Thinking (n1n.ai),civic,13,13,8125,7682,579,1.0,0.001608455882352941,0.001694710083524997,-0.052237044533218584,neutral,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),secretarial,12,5,8125,7682,579,1.0,0.0014935661764705881,0.000726304321510713,0.720952843700263,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),underserved,20,16,8125,7682,579,1.0,0.002412683823529412,0.0020578622442803535,0.1590720491339883,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),organizational,67,36,8125,7682,579,1.0,0.0078125,0.004478876649316063,0.5563527479986637,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),3d,2,13,8125,7682,579,1.0,0.00034466911764705885,0.001694710083524997,-1.5926820854803674,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),last,7,13,8125,7682,579,1.0,0.0009191176470588235,0.001694710083524997,-0.6118528324686412,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),interior,11,3,8125,7682,579,1.0,0.0013786764705882354,0.000484202881007142,1.0463752441348912,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),passionate,247,279,8125,7682,579,1.0,0.02849264705882353,0.03389420167049994,-0.17359790153748605,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),advanced,34,103,8125,7682,579,1.0,0.0040211397058823525,0.012589274906185692,-1.1412798821851777,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),vulnerable,2,4,8125,7682,579,1.0,0.00034466911764705885,0.0006052536012589275,-0.563062668299209,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),calm,13,8,8125,7682,579,1.0,0.001608455882352941,0.0010894564822660695,0.38959570774582064,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),assistive,0,6,8125,7682,579,1.0,0.00011488970588235294,0.0008473550417624985,-1.9981471935885318,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),linguistic,12,11,8125,7682,579,1.0,0.0014935661764705881,0.001452608643021426,0.027805663140317745,neutral,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),extra,12,11,8125,7682,579,1.0,0.0014935661764705881,0.001452608643021426,0.027805663140317745,neutral,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),literary,114,47,8125,7682,579,1.0,0.013212316176470588,0.005810434572085704,0.8214940729221406,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),practical,112,38,8125,7682,579,1.0,0.012982536764705883,0.004720978089819634,1.0115891280494755,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),corporate,49,12,8125,7682,579,1.0,0.0057444852941176475,0.0015736593632732115,1.294836603433391,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),philosophical,11,6,8125,7682,579,1.0,0.0013786764705882354,0.0008473550417624985,0.4867594561994686,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),robotic,1,7,8125,7682,579,1.0,0.00022977941176470588,0.000968405762014284,-1.438531405653109,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),cultural,97,61,8125,7682,579,1.0,0.011259191176470588,0.007505144655610701,0.40559604909226166,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),undergraduate,7,7,8125,7682,579,1.0,0.0009191176470588235,0.000968405762014284,-0.052237044533218584,neutral,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),abstract,50,88,8125,7682,579,1.0,0.005859375,0.01077351410240891,-0.6090477815410326,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),intensive,3,2,8125,7682,579,1.0,0.00045955882352941176,0.0003631521607553565,0.23544502791856228,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),international,12,4,8125,7682,579,1.0,0.0014935661764705881,0.0006052536012589275,0.9032744004942178,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),relatable,3,2,8125,7682,579,1.0,0.00045955882352941176,0.0003631521607553565,0.23544502791856228,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),adept,8,4,8125,7682,579,1.0,0.0010340073529411765,0.0006052536012589275,0.5355496203689005,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),historical,57,31,8125,7682,579,1.0,0.00666360294117647,0.003873623048057136,0.5424700632134741,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),renewable,6,45,8125,7682,579,1.0,0.0008042279411764705,0.005568333131582133,-1.9349682919670004,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),daily,7,6,8125,7682,579,1.0,0.0009191176470588235,0.0008473550417624985,0.08129434809130413,neutral,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),developmental,31,13,8125,7682,579,1.0,0.003676470588235294,0.001694710083524997,0.7744415286512495,male_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),strategic,8,19,8125,7682,579,1.0,0.0010340073529411765,0.00242101440503571,-0.8507447407509902,female_biased,False,1595,1592
midstream,en,Kimi K2 Thinking (n1n.ai),classical,149,67,8125,7682,579,1.0,0.017233455882352942,0.008231448977121414,0.7388905443869305,male_biased,False,1595,1592
