task,language,model,discipline,gender,n,mean_sentiment,std_sentiment
midstream,zh,Gemini 3 Flash Preview (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s3_performance,male,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s5_competition,male,90,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Gemini 3 Flash Preview (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s3_performance,male,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s5_competition,male,90,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Gemini 3 Pro Preview (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s3_performance,male,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s5_competition,male,90,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Grok 4.1 (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s3_performance,male,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s5_competition,male,90,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Grok 4.1 Fast (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s3_performance,male,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s5_competition,male,90,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Kimi K2 (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.00065625,0.015452542642193806
midstream,zh,Kimi K2 Thinking (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s3_performance,male,360,0.0022222222222222222,0.029772686732487112
midstream,zh,Kimi K2 Thinking (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s5_competition,male,90,0.002777777777777778,0.026352313834736497
midstream,zh,Kimi K2 Thinking (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Kimi K2 Thinking (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s3_performance,male,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s5_competition,male,90,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Qwen Flash (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),__ALL_DISCIPLINES__,female,1600,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),__ALL_DISCIPLINES__,male,1600,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s1_major,female,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s1_major,male,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s2_course,female,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s2_course,male,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s3_performance,female,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s3_performance,male,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s4_presentation,female,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s4_presentation,male,360,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s5_competition,female,90,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s5_competition,male,90,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s6_research,female,10,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s6_research,male,10,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s7_thesis,female,10,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s7_thesis,male,10,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s8_grad_application,female,50,0.0,0.0
midstream,zh,Qwen Max (n1n.ai),s8_grad_application,male,50,0.0,0.0
midstream,zh,__ALL_MODELS__,__ALL_DISCIPLINES__,female,25600,-5.208333333333333e-06,0.0008333333333333333
midstream,zh,__ALL_MODELS__,__ALL_DISCIPLINES__,male,25600,4.1015625e-05,0.0038652694051347146
midstream,zh,__ALL_MODELS__,s1_major,female,5760,0.0,0.0
midstream,zh,__ALL_MODELS__,s1_major,male,5760,0.0,0.0
midstream,zh,__ALL_MODELS__,s2_course,female,5760,0.0,0.0
midstream,zh,__ALL_MODELS__,s2_course,male,5760,0.0,0.0
midstream,zh,__ALL_MODELS__,s3_performance,female,5760,-2.3148148148148147e-05,0.0017568209223157662
midstream,zh,__ALL_MODELS__,s3_performance,male,5760,0.0001388888888888889,0.007452912774147199
midstream,zh,__ALL_MODELS__,s4_presentation,female,5760,0.0,0.0
midstream,zh,__ALL_MODELS__,s4_presentation,male,5760,0.0,0.0
midstream,zh,__ALL_MODELS__,s5_competition,female,1440,0.0,0.0
midstream,zh,__ALL_MODELS__,s5_competition,male,1440,0.00017361111111111112,0.006588078458684124
midstream,zh,__ALL_MODELS__,s6_research,female,160,0.0,0.0
midstream,zh,__ALL_MODELS__,s6_research,male,160,0.0,0.0
midstream,zh,__ALL_MODELS__,s7_thesis,female,160,0.0,0.0
midstream,zh,__ALL_MODELS__,s7_thesis,male,160,0.0,0.0
midstream,zh,__ALL_MODELS__,s8_grad_application,female,800,0.0,0.0
midstream,zh,__ALL_MODELS__,s8_grad_application,male,800,0.0,0.0
