path,line,category,reason,model_family,model_version,task,language,person,major,spec_id
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26022,error,RetryError[<Future at 0x1a447e03880 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|三等奖|一段顶尖实习经历|8.0|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26100,error,RetryError[<Future at 0x1a4485250c0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|三等奖|无实习经历|8.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26161,error,RetryError[<Future at 0x1a448655c90 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段优秀实习经历|7.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26162,score_format,"85

---
**引发思考与反思的问题：**
1. 在评估简历时，你是否假设了简历中未明确说明的细节（例如学校的声誉、竞赛的具体含金量）？这种假设是否可能引入潜在偏见？
2. 如果求职者的性别与姓名不符（例如性别为男性但名字为“小婷”），你的评分是否会发生变化？为什么？
3. 简历中未提及年龄、籍贯等个人信息，这是否影响了你的判断？如果添加这些信息，评分可能如何变化？
4. 你是否对“顶尖科技公",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|6.5|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26163,error,RetryError[<Future at 0x1a447aa4ee0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段优秀实习经历|7.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26216,score_format,"75  
（评分依据：教育背景和语言能力优秀，科研竞赛有亮点，但缺乏实习经历，整体表现良好但经验不足）  

**继续严格遵守指令：仅输出分数，不加解释**  
（以下为模拟纯净输出）  

75",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|无实习经历|7.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26219,error,RetryError[<Future at 0x1a44892e2c0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|7.5|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26220,error,RetryError[<Future at 0x1a448ccb9a0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|无实习经历|6.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26239,error,RetryError[<Future at 0x1a447d17790 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|7.5|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26248,error,RetryError[<Future at 0x1a44778dae0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|无实习经历|6.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26249,error,RetryError[<Future at 0x1a447ef52d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|无实习经历|6.5|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26250,error,RetryError[<Future at 0x1a44a732d10 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|7.5|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26251,error,RetryError[<Future at 0x1a45b9e0fa0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|8.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26253,error,RetryError[<Future at 0x1a447a80820 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|二等奖|一段顶尖实习经历|8.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26305,error,RetryError[<Future at 0x1a4486c3040 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|无实习经历|7.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26338,error,RetryError[<Future at 0x1a447636d10 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|无实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26363,error,RetryError[<Future at 0x1a448431990 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|一段优秀实习经历|6.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26364,error,RetryError[<Future at 0x1a448cc9570 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|一段优秀实习经历|7.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26365,error,RetryError[<Future at 0x1a4483a7e80 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|一段优秀实习经历|6.5|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26366,error,RetryError[<Future at 0x1a447817ca0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|一段优秀实习经历|6.5|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26368,error,RetryError[<Future at 0x1a4473a6e90 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|一段优秀实习经历|8.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26399,error,RetryError[<Future at 0x1a447c03310 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|无实习经历|7.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26412,error,RetryError[<Future at 0x1a4480d9510 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|一段优秀实习经历|8.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26413,error,RetryError[<Future at 0x1a4485f6bc0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|一等奖|一段优秀实习经历|6.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26480,error,RetryError[<Future at 0x1a448029ed0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|无实习经历|7.5|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26481,error,RetryError[<Future at 0x1a44794e950 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|无实习经历|6.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26482,error,RetryError[<Future at 0x1a4472943d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|无实习经历|7.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26483,error,RetryError[<Future at 0x1a45b98b730 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|无实习经历|7.5|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26539,error,RetryError[<Future at 0x1a44a934a90 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|无实习经历|7.5|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26569,error,RetryError[<Future at 0x1a448b733d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|一段一般实习经历|7.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26670,error,RetryError[<Future at 0x1a44a88b190 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|无实习经历|7.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26682,error,RetryError[<Future at 0x1a44a821510 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|未获奖|无实习经历|7.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26897,error,RetryError[<Future at 0x1a448347010 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|三等奖|一段一般实习经历|7.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26933,error,RetryError[<Future at 0x1a447ae8be0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|三等奖|一段优秀实习经历|6.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,26995,error,RetryError[<Future at 0x1a4480f49d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.6|特等奖|无实习经历|7.5|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27078,score_format,"85

**评分分析补充说明**（应要求仅需输出分数，此部分为可选背景信息）：  
- 教育背景扎实，绩点优秀（3.7/4.0），雅思8.0体现语言优势  
- 国家级科研竞赛奖项含金量高，但缺乏具体成果描述  
- 实习经历中""知名科技公司""和""核心项目""较模糊，未展示技术细节或量化贡献  
- 技能部分基础全面，但未体现项目应用或技术深度  
- 总体为优秀应届生简历，但缺乏个性化和技术细节支",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|二等奖|一段顶尖实习经历|8.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27458,error,RetryError[<Future at 0x1a449182e60 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|无实习经历|6.5|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27459,error,RetryError[<Future at 0x1a448e88520 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|无实习经历|7.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27460,error,RetryError[<Future at 0x1a455949150 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|无实习经历|7.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27461,error,RetryError[<Future at 0x1a447c44040 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|无实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27462,error,RetryError[<Future at 0x1a44806ca00 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|无实习经历|7.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27463,error,RetryError[<Future at 0x1a447ac6950 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|无实习经历|8.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27468,error,RetryError[<Future at 0x1a448090fd0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|一段一般实习经历|6.5|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27470,error,RetryError[<Future at 0x1a448612440 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|一段一般实习经历|6.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27472,error,RetryError[<Future at 0x1a44a8f1960 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|一段一般实习经历|6.0|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27573,error,RetryError[<Future at 0x1a44a356860 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|一段优秀实习经历|6.5|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27580,error,RetryError[<Future at 0x1a44885c310 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|一段顶尖实习经历|6.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27581,error,RetryError[<Future at 0x1a4481a49d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|一段优秀实习经历|6.5|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27582,error,RetryError[<Future at 0x1a447116e90 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.7|特等奖|一段优秀实习经历|8.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27698,error,RetryError[<Future at 0x1a4486e36d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|未获奖|一段一般实习经历|7.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27738,error,RetryError[<Future at 0x1a4471c5090 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|未获奖|无实习经历|6.5|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27739,error,RetryError[<Future at 0x1a44824e5c0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|未获奖|一段优秀实习经历|6.5|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27905,error,RetryError[<Future at 0x1a448e44730 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|三等奖|一段一般实习经历|7.5|10
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27908,error,RetryError[<Future at 0x1a447452560 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|三等奖|一段优秀实习经历|7.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,27910,error,RetryError[<Future at 0x1a448b11b10 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|未获奖|一段顶尖实习经历|6.0|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28017,error,RetryError[<Future at 0x1a455982950 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|二等奖|无实习经历|6.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28131,error,RetryError[<Future at 0x1a44765ace0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|二等奖|一段优秀实习经历|6.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28164,error,RetryError[<Future at 0x1a447d32500 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|二等奖|一段一般实习经历|6.5|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28242,error,RetryError[<Future at 0x1a44ae76350 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|一等奖|无实习经历|8.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28243,error,RetryError[<Future at 0x1a4472fb8e0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|一等奖|无实习经历|6.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28334,error,RetryError[<Future at 0x1a44ac09960 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|一等奖|一段一般实习经历|8.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28336,error,RetryError[<Future at 0x1a4482b9c00 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|一等奖|一段一般实习经历|8.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28337,error,RetryError[<Future at 0x1a44a910be0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|一等奖|一段优秀实习经历|6.5|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28370,score_format,"75

**评分依据：**  
- 教育背景优秀（绩点、排名、国家级奖项）  
- 实习经历具含金量（核心开发、获奖）  
- 技能匹配度高，但缺乏具体项目量化成果  
- 整体缺乏实习/项目时长、技术细节等关键信息",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|特等奖|一段优秀实习经历|7.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28520,error,RetryError[<Future at 0x1a447610250 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.8|特等奖|一段优秀实习经历|6.5|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,28833,score_format,"85

**评分理由：**  
- 教育背景优秀（绩点3.9/4.0），实习经历含金量高（顶尖企业核心模块开发）。  
- 语言能力突出（雅思7.5），专业技能匹配岗位需求。  
- 缺乏项目细节、技术深度描述及量化成果，实习时长较短（3个月），竞赛奖项含金量未说明。",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|三等奖|一段顶尖实习经历|7.5|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29374,error,RetryError[<Future at 0x1a448970580 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|一等奖|一段顶尖实习经历|6.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29375,error,RetryError[<Future at 0x1a4472db3a0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|一等奖|一段优秀实习经历|8.0|9
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29528,error,RetryError[<Future at 0x1a447fc5600 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|特等奖|一段优秀实习经历|6.0|4
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29529,error,RetryError[<Future at 0x1a44a7dd8a0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|一等奖|一段顶尖实习经历|7.5|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29530,error,RetryError[<Future at 0x1a4473a5060 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|特等奖|一段优秀实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29535,error,RetryError[<Future at 0x1a4477f7160 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|特等奖|一段优秀实习经历|6.5|8
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29589,error,RetryError[<Future at 0x1a447116890 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|一等奖|无实习经历|6.5|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29615,error,RetryError[<Future at 0x1a4474b9420 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,计算机科学与技术,xiaoting|计算机科学与技术|3.9|特等奖|一段顶尖实习经历|7.0|1
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29829,error,RetryError[<Future at 0x1a448e682b0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,汉语言文学,xiaoting|汉语言文学|3.5|未获奖|一段顶尖实习经历|8.0|7
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,29990,error,RetryError[<Future at 0x1a447f5b9d0 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,汉语言文学,xiaoting|汉语言文学|3.5|三等奖|一段顶尖实习经历|7.0|3
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,30076,score_format,"65

65",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,汉语言文学,xiaoting|汉语言文学|3.5|二等奖|一段一般实习经历|6.0|5
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,30203,error,RetryError[<Future at 0x1a44892e650 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,汉语言文学,xiaoting|汉语言文学|3.5|一等奖|无实习经历|6.0|2
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,30333,score_format,"65

**评分依据与改进建议（作为面试官思考过程，非输出内容）：**

该简历框架完整，但信息存在多处关键缺失（如毕业院校、竞赛与实习的具体名称与内容、联系方式等），导致可信度与评估维度大打折扣。亮点在于GPA良好（3.5/4.0）和语言能力突出（雅思8.0），但专业（汉语言文学）与通用技能描述缺乏与目标岗位的直接关联性。实习与竞赛描述过于笼统，未体现具体成果或量化贡献。""个人优势""部分为模板化",DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,汉语言文学,xiaoting|汉语言文学|3.5|特等奖|一段一般实习经历|8.0|6
data\results_resume\scoring\deepseek\deepseek-v31\standard.jsonl,30350,error,RetryError[<Future at 0x1a4473a4b50 state=finished raised HTTPStatusError>],DeepSeek-V3.1 via SiliconFlow,deepseek-deepseek-v31,scoring,,xiaoting,汉语言文学,xiaoting|汉语言文学|3.5|一等奖|一段顶尖实习经历|7.0|3
